promise_id,customer_id,customer_broken_promise_rate,customer_broken_promises_count,customer_avg_days_late,customer_on_time_ratio_90d,customer_on_time_ratio_all_time,recency_weighted_on_time_score,customer_dispute_rate,customer_invoice_count,customer_tenure_months,invoice_amount,invoice_amount_log,invoice_amount_vs_customer_avg_ratio,days_overdue_at_scoring,payment_terms_days,days_since_last_contact,prior_reminders_sent,promise_amount_ratio,promise_horizon_days,current_escalation_tier,is_broken
PRM-MOCK-003356,CUST-MOCK-0757,0.3125,5,13.17,0.3764,0.376,0.3763,0.0775,48,93,8350.71,9.0302,0.337,19,30,9,2,0.5,3,1,0
PRM-MOCK-003357,CUST-MOCK-0758,0.08,2,16.5,0.3089,0.3855,0.3243,0.0838,74,42,52277.55,10.8643,0.994,48,15,16,2,1.0,2,1,1
PRM-MOCK-003358,CUST-MOCK-0759,0.6,3,14.55,0.0937,0.4437,0.2052,0.0963,16,87,27603.24,10.2257,1.189,3,30,1,1,1.0,2,0,1
PRM-MOCK-003359,CUST-MOCK-0760,0.0,0,6.4,0.7551,0.8652,0.785,0.0185,22,16,85216.8,11.353,0.874,22,30,12,2,1.0,2,1,0
PRM-MOCK-003360,CUST-MOCK-0761,0.6,6,4.55,0.6456,0.5192,0.6152,0.0359,29,36,119745.68,11.6931,1.373,32,30,6,2,1.0,7,1,1
PRM-MOCK-003361,CUST-MOCK-0762,0.0,0,0.0,0.9545,0.9531,0.9542,0.0059,50,43,40931.95,10.6197,1.54,30,30,20,2,0.8,3,1,0
PRM-MOCK-003362,CUST-MOCK-0763,0.0435,1,18.55,0.3884,0.4098,0.3927,0.0623,68,29,60164.53,11.0049,0.717,18,60,12,4,0.5,7,3,0
PRM-MOCK-003363,CUST-MOCK-0764,0.1429,1,3.41,0.5031,0.5133,0.506,0.0374,20,32,54383.42,10.9038,0.836,2,45,23,5,1.0,3,3,0
PRM-MOCK-003364,CUST-MOCK-0765,0.5185,14,26.36,0.4478,0.5137,0.461,0.2006,79,27,80844.37,11.3003,1.783,52,30,11,3,0.5,10,2,1
PRM-MOCK-003365,CUST-MOCK-0766,0.2222,2,31.89,0.418,0.4898,0.4361,0.132,26,65,38695.24,10.5635,0.754,44,30,10,1,1.0,2,0,0
PRM-MOCK-003366,CUST-MOCK-0767,0.0,0,6.62,0.9642,0.9391,0.9583,0.0707,31,35,8814.5,9.0843,0.842,7,15,22,4,1.0,3,3,0
PRM-MOCK-003367,CUST-MOCK-0768,0.1364,3,14.81,0.2387,0.286,0.2483,0.0839,63,73,35953.1,10.49,1.218,112,15,13,2,1.0,3,1,1
PRM-MOCK-003368,CUST-MOCK-0769,0.0,0,18.28,0.427,0.4209,0.4241,0.0394,6,86,123819.32,11.7266,1.35,20,15,13,1,0.25,2,0,0
PRM-MOCK-003369,CUST-MOCK-0770,0.4,6,13.3,0.5081,0.5435,0.5156,0.0563,44,24,17920.04,9.7937,0.449,33,30,3,1,1.0,2,0,0
PRM-MOCK-003370,CUST-MOCK-0771,0.1111,2,13.92,0.317,0.2802,0.3095,0.0461,53,93,50935.03,10.8383,0.715,6,30,10,5,0.5,5,3,0
PRM-MOCK-003371,CUST-MOCK-0772,0.1579,3,0.0,0.8048,0.7836,0.8005,0.0,57,51,69799.39,11.1534,0.812,36,15,21,5,1.0,7,3,1
PRM-MOCK-003372,CUST-MOCK-0773,0.0588,1,0.0,0.8352,0.8846,0.8455,0.0143,49,81,18315.25,9.8155,1.037,25,30,16,1,1.0,3,0,0
PRM-MOCK-003373,CUST-MOCK-0774,0.0417,1,2.92,1.0,1.0,1.0,0.0226,71,23,56691.77,10.9454,1.372,10,30,21,5,1.0,2,3,0
PRM-MOCK-003374,CUST-MOCK-0775,0.2222,6,14.26,0.2887,0.288,0.2886,0.0768,79,45,284431.17,12.5583,1.417,27,30,20,5,1.0,10,3,1
PRM-MOCK-003375,CUST-MOCK-0776,0.0,0,0.0,0.979,1.0,0.9861,0.0,14,33,21457.07,9.9739,0.622,10,45,12,5,1.0,7,3,0
PRM-MOCK-003376,CUST-MOCK-0777,0.2,1,12.95,0.5693,0.5144,0.5518,0.0992,16,69,136292.56,11.8226,1.597,3,15,8,4,0.8,3,3,0
PRM-MOCK-003377,CUST-MOCK-0778,0.12,3,4.85,0.3936,0.4531,0.4056,0.0426,74,28,14171.42,9.5591,0.607,11,30,22,4,0.5,14,3,1
PRM-MOCK-003378,CUST-MOCK-0779,0.0,0,0.0,1.0,1.0,1.0,0.0593,7,90,25248.17,10.1365,0.696,39,30,21,5,0.5,7,3,0
PRM-MOCK-003379,CUST-MOCK-0780,1.0,6,22.56,0.2871,0.256,0.2778,0.1472,18,88,38166.55,10.5497,0.859,3,30,18,3,1.0,5,2,1
PRM-MOCK-003380,CUST-MOCK-0781,0.2083,5,2.79,0.5535,0.5711,0.557,0.0548,71,39,49024.81,10.8001,1.04,37,30,9,3,0.5,2,2,1
PRM-MOCK-003381,CUST-MOCK-0782,0.037,1,8.27,0.9097,0.9527,0.9183,0.0245,78,26,49403.67,10.8078,1.209,34,30,18,3,1.0,3,2,0
PRM-MOCK-003382,CUST-MOCK-0783,0.0,0,4.29,0.9959,0.961,0.9889,0.0483,60,23,73923.43,11.2108,0.935,9,30,7,1,1.0,5,0,0
PRM-MOCK-003383,CUST-MOCK-0784,0.0417,1,0.38,1.0,1.0,1.0,0.0223,69,1,29706.91,10.2992,1.07,31,30,11,5,1.0,2,3,0
PRM-MOCK-003384,CUST-MOCK-0785,0.0,0,0.02,0.7269,0.7724,0.7366,0.0,43,37,32148.92,10.3782,1.05,97,45,6,5,1.0,2,3,0
PRM-MOCK-003385,CUST-MOCK-0786,0.6667,14,24.17,0.5987,0.5267,0.5841,0.1828,62,90,29530.41,10.2932,1.154,34,45,17,5,1.0,2,3,1
PRM-MOCK-003386,CUST-MOCK-0787,0.1818,4,13.88,0.1329,0.4829,0.2036,0.1355,64,88,112037.79,11.6266,1.367,71,30,2,5,1.0,10,3,1
PRM-MOCK-003387,CUST-MOCK-0788,0.0,0,1.56,0.919,0.8966,0.9145,0.0015,69,24,55782.98,10.9292,1.08,36,30,8,2,1.0,5,1,0
PRM-MOCK-003388,CUST-MOCK-0789,0.3333,1,21.53,0.5398,0.5041,0.5263,0.1541,11,49,11222.43,9.3258,0.611,4,45,18,2,0.25,3,1,1
PRM-MOCK-003389,CUST-MOCK-0790,0.0,0,0.0,0.9704,1.0,0.9812,0.0,12,73,27193.98,10.2108,0.707,6,30,16,3,0.25,3,2,0
PRM-MOCK-003390,CUST-MOCK-0791,0.0,0,17.1,0.3628,0.3359,0.3522,0.0398,10,65,29119.54,10.2792,0.603,37,45,13,5,1.0,2,3,0
PRM-MOCK-003391,CUST-MOCK-0792,0.5714,8,32.39,0.5705,0.5455,0.5652,0.0814,41,45,140900.18,11.8558,1.661,22,15,8,4,0.5,7,3,1
PRM-MOCK-003392,CUST-MOCK-0793,0.1,1,16.45,0.4238,0.4361,0.4267,0.0,30,54,15344.25,9.6386,0.768,4,30,7,5,0.8,30,3,0
PRM-MOCK-003393,CUST-MOCK-0794,0.0,0,0.0,0.7779,0.6932,0.7575,0.0203,29,89,29012.79,10.2755,0.877,36,15,21,3,0.5,14,2,0
PRM-MOCK-003394,CUST-MOCK-0795,0.375,3,10.87,0.286,0.2907,0.2872,0.086,25,22,19400.13,9.8731,0.664,7,30,12,2,0.5,2,1,0
PRM-MOCK-003395,CUST-MOCK-0796,0.625,10,14.48,0.007,0.357,0.0799,0.1062,48,53,36879.0,10.5154,0.926,44,30,14,3,0.25,14,2,1
PRM-MOCK-003396,CUST-MOCK-0797,0.0385,1,0.0,1.0,1.0,1.0,0.0,75,14,17884.27,9.7917,1.268,12,30,21,5,1.0,5,3,1
PRM-MOCK-003397,CUST-MOCK-0798,0.0,0,0.0,1.0,0.9104,0.9715,0.0,16,64,97832.04,11.491,1.134,103,60,5,4,0.5,2,3,1
PRM-MOCK-003398,CUST-MOCK-0799,0.16,4,1.59,0.9788,0.9683,0.9767,0.0661,72,28,59490.11,10.9936,1.344,9,30,11,2,1.0,10,1,0
PRM-MOCK-003399,CUST-MOCK-0800,0.0,0,14.43,0.369,0.3655,0.3675,0.0703,8,13,89965.62,11.4072,1.497,10,15,18,5,0.8,10,3,1
PRM-MOCK-003400,CUST-MOCK-0001,0.2857,6,13.4,0.3163,0.3068,0.3144,0.0839,62,42,65677.14,11.0925,0.648,14,45,7,3,0.8,7,2,1
PRM-MOCK-003401,CUST-MOCK-0002,0.4074,11,22.44,0.4079,0.4269,0.4117,0.1666,78,25,39438.69,10.5825,0.459,39,30,20,5,1.0,3,3,1
PRM-MOCK-003402,CUST-MOCK-0003,0.75,6,28.13,0.3797,0.3541,0.373,0.1476,24,12,64835.94,11.0796,1.363,11,45,16,1,0.5,5,0,1
PRM-MOCK-003403,CUST-MOCK-0004,0.5,1,20.56,0.6076,0.6012,0.6047,0.0501,7,34,43302.46,10.676,0.638,44,30,22,2,1.0,7,1,1
PRM-MOCK-003404,CUST-MOCK-0005,0.3182,7,27.64,0.5764,0.4908,0.5591,0.1927,63,31,28179.52,10.2464,0.897,12,30,1,1,1.0,5,0,1
PRM-MOCK-003405,CUST-MOCK-0006,0.1333,2,0.0,0.8548,0.8885,0.8619,0.023,45,12,68450.09,11.1339,0.867,24,30,12,2,1.0,5,1,0
PRM-MOCK-003406,CUST-MOCK-0007,0.0909,2,13.8,0.4669,0.4615,0.4658,0.0626,64,86,31823.66,10.368,0.576,9,15,6,4,1.0,2,3,0
PRM-MOCK-003407,CUST-MOCK-0008,0.0556,1,0.0,0.7321,0.7882,0.7436,0.0,53,54,27329.12,10.2157,0.774,13,30,6,2,1.0,3,1,0
PRM-MOCK-003408,CUST-MOCK-0009,0.1176,2,8.43,0.8529,0.8745,0.8574,0.0,50,1,50939.23,10.8384,1.711,11,45,16,1,1.0,3,0,0
PRM-MOCK-003409,CUST-MOCK-0010,0.4545,5,13.76,0.0508,0.4008,0.1309,0.0953,33,74,13181.86,9.4867,0.836,1,45,12,2,1.0,3,1,1
PRM-MOCK-003410,CUST-MOCK-0011,0.5238,11,25.3,0.2123,0.2808,0.2261,0.1579,62,41,20249.3,9.9159,0.626,94,30,19,3,1.0,3,2,1
PRM-MOCK-003411,CUST-MOCK-0012,0.5,5,7.35,0.1737,0.5237,0.2556,0.1488,31,10,21566.35,9.9789,1.25,6,30,22,3,1.0,14,2,0
PRM-MOCK-003412,CUST-MOCK-0013,0.0,0,17.01,0.2672,0.3046,0.2751,0.0804,47,92,55418.81,10.9227,0.5,61,30,3,3,1.0,21,2,1
PRM-MOCK-003413,CUST-MOCK-0014,0.16,4,11.55,0.1631,0.1636,0.1632,0.0798,74,53,83676.1,11.3347,2.177,3,45,5,2,1.0,5,1,1
PRM-MOCK-003414,CUST-MOCK-0015,0.0833,1,12.3,0.3591,0.4562,0.3807,0.0793,36,12,22617.65,10.0265,1.199,1,30,22,4,0.25,2,3,0
PRM-MOCK-003415,CUST-MOCK-0016,0.2,5,0.0,0.7726,0.8425,0.7867,0.06,73,36,41422.48,10.6316,1.322,36,30,19,4,1.0,2,3,0
PRM-MOCK-003416,CUST-MOCK-0017,0.5,1,7.32,0.9929,0.9544,0.9755,0.013,7,26,57029.54,10.9513,0.965,20,45,20,3,0.25,7,2,0
PRM-MOCK-003417,CUST-MOCK-0018,0.1538,2,22.27,0.3699,0.3217,0.3594,0.0609,39,34,17118.11,9.748,0.91,18,60,12,4,1.0,3,3,0
PRM-MOCK-003418,CUST-MOCK-0019,0.0,0,5.95,1.0,1.0,1.0,0.0,10,44,18523.73,9.8269,0.685,35,45,18,3,0.25,3,2,0
PRM-MOCK-003419,CUST-MOCK-0020,0.0,0,20.71,0.0,0.2886,0.1097,0.0894,11,62,44821.15,10.7105,1.056,26,30,14,1,1.0,3,0,1
PRM-MOCK-003420,CUST-MOCK-0021,0.0,0,0.0,0.9226,0.9838,0.9434,0.0,14,22,16260.47,9.6966,0.689,11,30,6,2,0.25,2,1,0
PRM-MOCK-003421,CUST-MOCK-0022,0.125,1,1.25,0.9496,0.9278,0.944,0.0373,25,31,71643.47,11.1795,1.257,4,60,17,2,0.5,5,1,0
PRM-MOCK-003422,CUST-MOCK-0023,1.0,6,23.34,0.6762,0.6652,0.6729,0.1759,19,64,68151.0,11.1295,1.161,12,60,11,1,1.0,2,0,1
PRM-MOCK-003423,CUST-MOCK-0024,0.1333,2,3.11,0.975,0.9288,0.9653,0.0355,45,26,58515.69,10.9771,1.422,13,30,20,3,1.0,3,2,0
PRM-MOCK-003424,CUST-MOCK-0025,0.4286,9,7.81,0.6176,0.5935,0.6127,0.0848,61,65,14551.75,9.5855,0.467,83,15,14,4,0.5,3,3,1
PRM-MOCK-003425,CUST-MOCK-0026,0.4615,6,20.95,0.3243,0.3507,0.3301,0.1034,39,78,26192.26,10.1733,1.13,12,45,10,1,1.0,3,0,0
PRM-MOCK-003426,CUST-MOCK-0027,0.125,2,2.35,0.8486,0.8432,0.8474,0.0072,48,4,58869.43,10.9831,1.281,6,45,9,5,1.0,7,3,0
PRM-MOCK-003427,CUST-MOCK-0028,0.6667,8,31.51,0.2961,0.3734,0.3132,0.1642,37,48,36957.35,10.5175,1.192,62,15,6,4,0.25,2,3,1
PRM-MOCK-003428,CUST-MOCK-0029,0.75,12,22.08,0.5602,0.5272,0.5533,0.1547,47,22,13805.81,9.5329,1.447,11,30,22,5,1.0,5,3,1
PRM-MOCK-003429,CUST-MOCK-0030,0.4783,11,25.14,0.4497,0.4849,0.4568,0.1197,67,82,142046.41,11.8639,1.024,30,30,6,1,1.0,3,0,0
PRM-MOCK-003430,CUST-MOCK-0031,0.25,3,9.92,0.4872,0.543,0.4996,0.0925,36,69,28057.93,10.2421,0.975,27,30,9,4,1.0,10,3,1
PRM-MOCK-003431,CUST-MOCK-0032,0.4444,12,20.92,0.3783,0.3862,0.3799,0.1874,78,92,156355.17,11.9599,1.003,3,30,20,3,1.0,2,2,1
PRM-MOCK-003432,CUST-MOCK-0033,0.1667,3,9.1,0.2202,0.1466,0.2051,0.1268,54,93,2621.32,7.8718,1.17,13,30,12,5,1.0,21,3,1
PRM-MOCK-003433,CUST-MOCK-0034,0.0,0,5.5,0.9173,0.8847,0.9102,0.0078,38,5,28775.17,10.2673,0.554,25,30,22,5,0.25,3,3,0
PRM-MOCK-003434,CUST-MOCK-0035,0.2963,8,33.9,0.5123,0.4599,0.5017,0.1597,79,33,31227.31,10.3491,0.93,13,45,14,1,0.25,21,0,1
PRM-MOCK-003435,CUST-MOCK-0036,0.3333,1,9.46,0.1335,0.4835,0.272,0.1115,10,31,61969.91,11.0344,0.405,66,15,22,4,1.0,5,3,1
PRM-MOCK-003436,CUST-MOCK-0037,0.3043,7,9.31,0.4015,0.4279,0.4068,0.0516,67,7,37981.55,10.5449,1.047,9,30,5,4,0.5,10,3,0
PRM-MOCK-003437,CUST-MOCK-0038,0.6154,8,29.64,0.3802,0.3876,0.3818,0.1468,39,10,17733.28,9.7833,1.297,33,30,8,5,1.0,3,3,1
PRM-MOCK-003438,CUST-MOCK-0039,0.3333,1,5.6,0.3993,0.3858,0.394,0.0797,10,31,56779.85,10.947,0.991,17,30,7,5,1.0,2,3,1
PRM-MOCK-003439,CUST-MOCK-0040,0.8,20,27.35,0.5619,0.6098,0.5715,0.1291,72,21,25294.13,10.1384,0.975,11,60,4,5,1.0,3,3,1
PRM-MOCK-003440,CUST-MOCK-0041,1.0,11,13.76,0.0,0.2805,0.0642,0.109,33,54,41806.5,10.6408,1.311,25,30,11,3,1.0,3,2,1
PRM-MOCK-003441,CUST-MOCK-0042,0.0,0,8.73,0.9189,0.8779,0.9103,0.0245,45,72,36505.21,10.5052,1.568,9,30,15,4,1.0,2,3,0
PRM-MOCK-003442,CUST-MOCK-0043,0.1304,3,0.0,0.9604,0.9679,0.9619,0.0,68,24,186119.82,12.1342,0.807,5,30,12,3,0.5,5,2,0
PRM-MOCK-003443,CUST-MOCK-0044,0.0,0,14.61,0.3145,0.306,0.3127,0.0785,39,27,22200.96,10.0079,0.957,15,30,21,1,1.0,3,0,0
PRM-MOCK-003444,CUST-MOCK-0045,0.1875,3,19.96,0.3109,0.3089,0.3105,0.0428,48,30,28301.96,10.2507,0.855,11,45,12,5,1.0,14,3,0
PRM-MOCK-003445,CUST-MOCK-0046,0.1579,3,19.25,0.358,0.3937,0.3653,0.0874,56,59,63343.51,11.0563,0.715,14,30,2,3,1.0,7,2,0
PRM-MOCK-003446,CUST-MOCK-0047,0.1667,2,1.57,0.9095,0.8443,0.8951,0.0,37,35,62783.1,11.0475,1.224,11,45,8,3,1.0,3,2,0
PRM-MOCK-003447,CUST-MOCK-0048,0.3333,1,11.48,0.5039,0.5265,0.5125,0.0764,11,13,10674.05,9.2757,0.519,52,30,12,4,1.0,3,3,1
PRM-MOCK-003448,CUST-MOCK-0049,0.2105,4,7.05,0.5174,0.4064,0.4948,0.0504,57,57,17859.55,9.7903,0.485,85,45,18,4,1.0,5,3,1
PRM-MOCK-003449,CUST-MOCK-0050,0.2,2,10.65,0.2051,0.2624,0.2188,0.0675,29,65,53259.68,10.883,1.162,62,60,6,2,1.0,2,1,0
PRM-MOCK-003450,CUST-MOCK-0051,0.2,2,24.92,0.403,0.4082,0.4042,0.1385,30,18,23287.77,10.0557,1.159,2,30,5,3,0.5,5,2,1
PRM-MOCK-003451,CUST-MOCK-0052,1.0,1,23.46,0.4893,0.4887,0.489,0.1769,4,63,18856.96,9.8447,1.213,43,30,1,4,0.5,3,3,1
PRM-MOCK-003452,CUST-MOCK-0053,0.2,3,26.31,0.4043,0.3938,0.402,0.1503,44,11,48579.31,10.791,1.267,14,60,11,2,1.0,5,1,0
PRM-MOCK-003453,CUST-MOCK-0054,0.875,7,27.19,0.531,0.4846,0.5189,0.1422,24,34,98601.9,11.4989,2.378,2,60,17,4,1.0,2,3,1
PRM-MOCK-003454,CUST-MOCK-0055,0.0,0,20.27,0.3321,0.3431,0.3373,0.0,6,16,15793.92,9.6674,0.504,9,30,18,2,1.0,5,1,0
PRM-MOCK-003455,CUST-MOCK-0056,0.04,1,21.36,0.3474,0.3631,0.3505,0.0247,74,72,50541.29,10.8306,1.17,4,30,2,4,1.0,10,3,0
PRM-MOCK-003456,CUST-MOCK-0057,0.0,0,15.56,0.3661,0.4132,0.3757,0.0692,59,13,113771.15,11.642,1.666,7,30,22,1,1.0,21,0,1
PRM-MOCK-003457,CUST-MOCK-0058,0.0,0,0.43,0.9407,0.9912,0.9547,0.0183,21,46,32710.47,10.3955,1.148,17,15,7,4,1.0,3,3,0
PRM-MOCK-003458,CUST-MOCK-0059,0.0,0,0.38,0.9148,0.9142,0.9145,0.025,9,81,26154.23,10.1718,1.241,95,30,21,4,1.0,10,3,0
PRM-MOCK-003459,CUST-MOCK-0060,0.2308,3,13.3,0.3996,0.3712,0.3934,0.0526,38,36,24956.88,10.1249,2.101,10,15,5,5,1.0,2,3,0
PRM-MOCK-003460,CUST-MOCK-0061,0.1923,5,1.18,0.7302,0.683,0.7208,0.0838,77,95,4623.39,8.4391,0.818,24,45,6,2,1.0,5,1,1
PRM-MOCK-003461,CUST-MOCK-0062,0.6,3,29.93,0.3429,0.3618,0.3491,0.1566,15,66,54688.61,10.9094,0.849,3,30,13,4,1.0,10,3,1
PRM-MOCK-003462,CUST-MOCK-0063,0.0,0,0.0,0.978,0.9989,0.9822,0.0,58,66,157813.51,11.9692,1.292,38,60,5,1,1.0,5,0,0
PRM-MOCK-003463,CUST-MOCK-0064,0.25,2,20.02,0.3061,0.3012,0.3048,0.0907,23,1,33915.51,10.4317,0.899,76,15,16,3,1.0,7,2,1
PRM-MOCK-003464,CUST-MOCK-0065,0.0,0,0.0,0.9556,1.0,0.9702,0.0,15,50,18032.16,9.8,0.566,8,15,5,3,1.0,21,2,0
PRM-MOCK-003465,CUST-MOCK-0066,0.65,13,28.63,0.5043,0.5776,0.5192,0.1799,58,14,13105.89,9.4809,0.805,9,15,20,1,1.0,2,0,1
PRM-MOCK-003466,CUST-MOCK-0067,0.7083,17,11.84,0.7277,0.705,0.7231,0.1298,71,89,39916.82,10.5946,1.096,46,30,16,2,1.0,5,1,1
PRM-MOCK-003467,CUST-MOCK-0068,0.2,1,14.54,0.5094,0.4854,0.502,0.012,17,3,66781.18,11.1092,1.494,39,60,22,4,0.5,7,3,0
PRM-MOCK-003468,CUST-MOCK-0069,0.4375,7,20.97,0.4091,0.406,0.4085,0.0494,47,19,82405.72,11.3194,2.408,6,30,14,3,1.0,10,2,0
PRM-MOCK-003469,CUST-MOCK-0070,0.0417,1,0.0,0.9426,0.9341,0.9409,0.0,71,43,76122.16,11.2401,1.482,18,30,18,4,1.0,5,3,0
PRM-MOCK-003470,CUST-MOCK-0071,0.2,2,22.59,0.2949,0.2832,0.2921,0.0844,29,87,22692.82,10.0298,1.149,41,30,21,4,1.0,3,3,1
PRM-MOCK-003471,CUST-MOCK-0072,0.1667,2,2.26,0.5692,0.6003,0.5761,0.0931,37,51,44988.39,10.7142,0.744,8,30,10,5,0.5,5,3,1
PRM-MOCK-003472,CUST-MOCK-0073,0.0,0,21.37,0.445,0.4585,0.4511,0.1662,7,19,87280.34,11.3769,1.842,13,30,1,4,1.0,5,3,1
PRM-MOCK-003473,CUST-MOCK-0074,0.0909,1,15.01,0.1879,0.1861,0.1875,0.0516,34,44,34770.7,10.4566,1.248,116,60,18,2,1.0,7,1,1
PRM-MOCK-003474,CUST-MOCK-0075,0.2,4,16.24,0.3903,0.3615,0.3844,0.0483,59,28,43463.34,10.6797,0.887,20,30,17,2,1.0,5,1,1
PRM-MOCK-003475,CUST-MOCK-0076,0.0,0,3.52,0.8043,0.7656,0.7964,0.0107,57,86,58073.74,10.9695,1.779,109,60,18,4,1.0,3,3,1
PRM-MOCK-003476,CUST-MOCK-0077,0.0909,2,0.0,0.9532,0.9541,0.9534,0.0877,63,70,131996.88,11.7905,2.041,103,60,21,3,0.5,5,2,0
PRM-MOCK-003477,CUST-MOCK-0078,0.0,0,0.0,0.7986,0.8904,0.8172,0.0,63,4,82140.46,11.3162,1.36,8,45,4,1,0.5,10,0,0
PRM-MOCK-003478,CUST-MOCK-0079,0.1667,2,16.54,0.3283,0.3523,0.3337,0.006,36,69,4483.42,8.4084,0.749,4,30,8,2,1.0,3,1,0
PRM-MOCK-003479,CUST-MOCK-0080,0.3158,6,12.02,0.0333,0.3833,0.1046,0.1013,57,88,44692.28,10.7076,1.046,99,45,18,1,0.8,2,0,1
PRM-MOCK-003480,CUST-MOCK-0081,0.1667,3,17.43,0.4612,0.433,0.4554,0.0891,52,37,63583.18,11.0601,1.228,7,15,22,4,1.0,3,3,0
PRM-MOCK-003481,CUST-MOCK-0082,0.5,2,6.43,0.8626,0.8625,0.8626,0.0,14,16,23672.71,10.0721,0.762,38,15,23,1,1.0,10,0,0
PRM-MOCK-003482,CUST-MOCK-0083,0.0,0,0.4,1.0,1.0,1.0,0.0601,5,68,15796.95,9.6676,0.963,35,30,1,5,1.0,3,3,0
PRM-MOCK-003483,CUST-MOCK-0084,0.0833,1,2.51,1.0,1.0,1.0,0.0,35,18,23838.0,10.0791,1.043,18,30,18,1,1.0,5,0,0
PRM-MOCK-003484,CUST-MOCK-0085,0.25,3,7.44,0.5296,0.6236,0.5503,0.02,37,86,24036.43,10.0874,1.155,1,30,4,2,1.0,7,1,0
PRM-MOCK-003485,CUST-MOCK-0086,0.0,0,18.86,0.39,0.3942,0.3911,0.1198,25,63,43144.41,10.6723,1.114,5,30,1,3,0.25,5,2,0
PRM-MOCK-003486,CUST-MOCK-0087,0.3529,6,31.94,0.5574,0.4602,0.5373,0.1682,49,13,17166.15,9.7508,1.116,36,30,7,1,1.0,2,0,1
PRM-MOCK-003487,CUST-MOCK-0088,0.2632,5,28.85,0.4914,0.5209,0.4974,0.1693,56,66,13720.51,9.5267,1.449,15,30,15,4,1.0,2,3,0
PRM-MOCK-003488,CUST-MOCK-0089,0.5,1,0.0,0.8321,0.917,0.8722,0.0491,6,68,19289.34,9.8674,0.675,2,15,18,2,1.0,10,1,0
PRM-MOCK-003489,CUST-MOCK-0090,0.2222,4,17.0,0.2888,0.2768,0.2863,0.0772,52,77,51688.69,10.853,1.289,94,15,11,4,1.0,3,3,1
PRM-MOCK-003490,CUST-MOCK-0091,0.7,7,15.34,0.1131,0.4631,0.1972,0.1426,29,55,3457.31,8.1485,0.526,32,60,24,3,1.0,2,2,1
PRM-MOCK-003491,CUST-MOCK-0092,0.2222,2,16.29,0.3064,0.3256,0.3111,0.0471,28,53,504077.6,13.1305,0.925,12,30,23,1,1.0,2,0,0
PRM-MOCK-003492,CUST-MOCK-0093,0.0556,1,4.57,0.8622,0.8588,0.8615,0.023,54,17,293872.4,12.5909,1.083,76,30,2,4,1.0,7,3,0
PRM-MOCK-003493,CUST-MOCK-0094,0.6087,14,9.79,0.1215,0.4715,0.1921,0.1466,67,31,140346.0,11.8519,1.292,16,30,11,2,0.5,3,1,1
PRM-MOCK-003494,CUST-MOCK-0095,0.1364,3,15.71,0.6695,0.67,0.6696,0.022,63,11,11308.97,9.3334,0.684,4,45,22,2,1.0,30,1,1
PRM-MOCK-003495,CUST-MOCK-0096,0.1667,4,10.96,0.434,0.3423,0.4156,0.118,69,57,49202.95,10.8037,1.306,14,30,19,4,1.0,5,3,0
PRM-MOCK-003496,CUST-MOCK-0097,0.5,4,10.16,0.283,0.3293,0.2951,0.0744,24,79,73035.44,11.1987,1.799,75,30,1,4,1.0,2,3,0
PRM-MOCK-003497,CUST-MOCK-0098,0.0,0,1.4,0.9758,0.9327,0.9668,0.0384,47,32,10060.95,9.2165,0.741,6,30,2,3,1.0,30,2,1
PRM-MOCK-003498,CUST-MOCK-0099,0.4167,10,6.93,0.6498,0.5989,0.6396,0.0945,69,63,6624.67,8.7987,1.026,13,30,4,1,0.5,5,0,0
PRM-MOCK-003499,CUST-MOCK-0100,0.0,0,13.76,0.3527,0.3509,0.3522,0.0243,27,66,78135.48,11.2662,1.35,25,30,14,5,0.8,7,3,1
PRM-MOCK-003500,CUST-MOCK-0101,0.0556,1,0.0,0.9958,0.9205,0.9803,0.0607,52,15,18451.04,9.8229,1.041,2,45,15,4,1.0,7,3,0
PRM-MOCK-003501,CUST-MOCK-0102,0.4,6,27.74,0.5897,0.4893,0.5685,0.1513,44,6,160197.99,11.9842,1.205,75,60,2,5,1.0,3,3,1
PRM-MOCK-003502,CUST-MOCK-0103,0.0,0,16.21,0.1474,0.4974,0.2214,0.1604,44,36,32812.19,10.3986,0.955,25,30,23,4,0.8,7,3,0
PRM-MOCK-003503,CUST-MOCK-0104,0.3333,1,2.18,0.4671,0.5262,0.4905,0.055,10,43,105478.53,11.5663,1.054,14,45,18,3,0.25,7,2,1
PRM-MOCK-003504,CUST-MOCK-0105,0.0,0,11.99,0.9659,1.0,0.9741,0.003,29,81,36700.27,10.5106,1.35,14,45,1,4,1.0,7,3,0
PRM-MOCK-003505,CUST-MOCK-0106,0.0,0,6.1,0.9379,0.8864,0.9167,0.0,9,53,27294.66,10.2145,0.518,11,30,16,5,1.0,3,3,0
PRM-MOCK-003506,CUST-MOCK-0107,0.8148,22,9.67,0.0,0.335,0.0672,0.0889,78,89,35207.26,10.469,1.469,32,30,8,4,1.0,2,3,1
PRM-MOCK-003507,CUST-MOCK-0108,0.5455,12,15.26,0.109,0.459,0.1798,0.1565,64,90,90045.43,11.4081,1.155,10,45,2,5,0.25,10,3,1
PRM-MOCK-003508,CUST-MOCK-0109,0.0556,1,12.49,0.4959,0.5217,0.5012,0.0658,53,89,70550.42,11.1641,1.195,38,30,15,4,1.0,3,3,0
